L 1000.0, 0.0, 0.0, 1000.0, 60.0, 0.0, 255, 0, 0
L -20.0, 50.0, 0.0, -50.0, 20.0, 0.0, 255, 0, 0
L 50.0, 20.0, 0.0, 20.0, 50.0, 0.0, 255, 0, 0
L 20.0, -50.0, 0.0, 50.0, -20.0, 0.0, 255, 0, 0
L -50.0, -20.0, 0.0, -20.0, -50.0, 0.0, 255, 0, 0
L -50.0, 20.0, 0.0, -50.0, -20.0, 0.0, 255, 0, 0
L 20.0, 50.0, 0.0, -20.0, 50.0, 0.0, 255, 0, 0
L 50.0, -20.0, 0.0, 50.0, 20.0, 0.0, 255, 0, 0
L -20.0, -50.0, 0.0, 20.0, -50.0, 0.0, 255, 0, 0
L 0.0, -250.0, 0.0, 0.0, 250.0, 0.0, 255, 0, 0
L -250.0, 0.0, 0.0, 1000.0, 0.0, 0.0, 255, 0, 0
L -120.0, -80.0, 0.0, -120.0, -60.0, 0.0, 255, 0, 0
L -120.0, -60.0, 0.0, -120.0, -40.0, 0.0, 255, 0, 0
L -100.0, -60.0, 0.0, -120.0, -60.0, 0.0, 255, 0, 0
L -120.0, -60.0, 0.0, -140.0, -60.0, 0.0, 255, 0, 0
L -90.0, -50.0, 0.0, -100.0, -30.0, 0.0, 255, 0, 0
L -60.0, -80.0, 0.0, -60.0, -60.0, 0.0, 255, 0, 0
L -60.0, -60.0, 0.0, -60.0, -40.0, 0.0, 255, 0, 0
L -40.0, -60.0, 0.0, -60.0, -60.0, 0.0, 255, 0, 0
L -60.0, -60.0, 0.0, -80.0, -60.0, 0.0, 255, 0, 0
L 100.0, 60.0, 0.0, 120.0, 60.0, 0.0, 255, 0, 0
L 120.0, 60.0, 0.0, 140.0, 60.0, 0.0, 255, 0, 0
L 90.0, 70.0, 0.0, 80.0, 90.0, 0.0, 255, 0, 0
L 40.0, 60.0, 0.0, 60.0, 60.0, 0.0, 255, 0, 0
L 60.0, 60.0, 0.0, 80.0, 60.0, 0.0, 255, 0, 0
L -100.0, 60.0, 0.0, -120.0, 60.0, 0.0, 255, 0, 0
L -120.0, 60.0, 0.0, -140.0, 60.0, 0.0, 255, 0, 0
L -90.0, 70.0, 0.0, -100.0, 90.0, 0.0, 255, 0, 0
L -60.0, 80.0, 0.0, -60.0, 60.0, 0.0, 255, 0, 0
L -60.0, 60.0, 0.0, -60.0, 40.0, 0.0, 255, 0, 0
L -40.0, 60.0, 0.0, -60.0, 60.0, 0.0, 255, 0, 0
L -60.0, 60.0, 0.0, -80.0, 60.0, 0.0, 255, 0, 0
L 100.0, -60.0, 0.0, 120.0, -60.0, 0.0, 255, 0, 0
L 120.0, -60.0, 0.0, 140.0, -60.0, 0.0, 255, 0, 0
L 90.0, -50.0, 0.0, 80.0, -30.0, 0.0, 255, 0, 0
L 60.0, -80.0, 0.0, 60.0, -60.0, 0.0, 255, 0, 0
L 60.0, -60.0, 0.0, 60.0, -40.0, 0.0, 255, 0, 0
L 40.0, -60.0, 0.0, 60.0, -60.0, 0.0, 255, 0, 0
L 60.0, -60.0, 0.0, 80.0, -60.0, 0.0, 255, 0, 0
L 780.0, 20.0, 0.0, 780.0, 100.0, 0.0, 255, 100, 100
L 780.0, 20.0, 0.0, 760.0, 40.0, 0.0, 255, 100, 100
L 800.0, 100.0, 0.0, 760.0, 100.0, 0.0, 255, 100, 100
L 820.0, 20.0, 0.0, 820.0, 100.0, 0.0, 255, 0, 200
L 820.0, 100.0, 0.0, 860.0, 100.0, 0.0, 255, 0, 200
L 860.0, 100.0, 0.0, 860.0, 20.0, 0.0, 255, 0, 200
L 860.0, 20.0, 0.0, 820.0, 20.0, 0.0, 255, 0, 200
L 880.0, 20.0, 0.0, 880.0, 100.0, 0.0, 255, 200, 0
L 880.0, 100.0, 0.0, 920.0, 100.0, 0.0, 255, 200, 0
L 920.0, 100.0, 0.0, 920.0, 20.0, 0.0, 255, 200, 0
L 920.0, 20.0, 0.0, 880.0, 20.0, 0.0, 255, 200, 0
L 940.0, 20.0, 0.0, 940.0, 100.0, 0.0, 255, 100, 0
L 940.0, 100.0, 0.0, 980.0, 100.0, 0.0, 255, 100, 0
L 980.0, 100.0, 0.0, 980.0, 20.0, 0.0, 255, 100, 0
L 980.0, 20.0, 0.0, 940.0, 20.0, 0.0, 255, 100, 0
P -1800, 1600, 0, 0, 0, 0, 2, Map TAKP'd (wip) by Shoosh
P -1800, 1700, 0, 0, 0, 0, 2, with helllp from Nephilim and Azure Guard
P -1800, 1800, 0, 0, 0, 0, 2, https://azureguardtakp.gamerlaunch.com/
